,actor,num,all_budget,avg_budget,all_usa_income,avg_usa_income,all_global_income,avg_global_income,all_usa_profit,avg_usa_profit,all_global_profit,avg_global_profit
13837,Karan Brar,5,353000000.0,70600000.0,792581416,158516283.2,792581416,158516283.2,-15908223.0,-3181644.6,439581416.0,87916283.2
13840,Karan Soni,7,565750000.0,80821428.57142857,2507746139,358249448.4285714,2507746139,358249448.4285714,533227194.0,76175313.42857143,1941996139.0,277428019.85714287
13842,Kareena Kapoor,9,77863932.90132408,8651548.10014712,172073109,19119234.333333332,172073109,19119234.333333332,-56569414.90132408,-6285490.544591565,94209176.09867592,10467686.233186213
13844,Karel Roden,10,394972700.0,39497270.0,928243585,92824358.5,928243585,92824358.5,18525072.0,1852507.2,533270885.0,53327088.5
13846,Karen Allen,3,326700000.0,108900000.0,1164135557,388045185.6666667,1164135557,388045185.6666667,208950157.0,69650052.33333333,837435557.0,279145185.6666667
13853,Karen Disher,3,275000000.0,91666666.66666667,2247798117,749266039.0,2247798117,749266039.0,226515357.0,75505119.0,1972798117.0,657599372.3333334
13857,Karen Gillan,10,1436000000.0,143600000.0,8466497676,846649767.6,8466497676,846649767.6,1678455510.0,167845551.0,7030497676.0,703049767.6
13870,Karen Mok,3,145000000.0,48333333.333333336,120420540,40140180.0,120420540,40140180.0,-120402119.0,-40134039.666666664,-24579460.0,-8193153.333333333
13894,Karin Konoval,5,442000000.0,88400000.0,1717369698,343473939.6,1717369698,343473939.6,111638086.0,22327617.2,1275369698.0,255073939.6
13911,Karl Glusman,3,32500000.0,10833333.333333334,34550344,11516781.333333334,34550344,11516781.333333334,-20254436.0,-6751478.666666667,2050344.0,683448.0
13916,Karl Pruner,3,96000000.0,32000000.0,120609936,40203312.0,120609936,40203312.0,-24284536.0,-8094845.333333333,24609936.0,8203312.0
13919,Karl Urban,16,1375000000.0,85937500.0,3312592226,207037014.125,3312592226,207037014.125,181245138.0,11327821.125,1937592226.0,121099514.125
13922,Karl Yune,3,215000000.0,71666666.66666667,532504368,177501456.0,532504368,177501456.0,-39802061.0,-13267353.666666666,317504368.0,105834789.33333333
13948,Kat Dennings,11,459518371.5349607,41774397.41226915,1538050023,139822729.36363637,1538050023,139822729.36363637,202211717.4650393,18382883.405912664,1078531651.4650393,98048331.9513672
13949,Kat Graham,3,76000000.0,25333333.333333332,232478230,77492743.33333333,232478230,77492743.33333333,70389371.0,23463123.666666668,156478230.0,52159410.0
13956,Kate Beahan,4,260000000.0,65000000.0,701530938,175382734.5,701530938,175382734.5,420225.0,105056.25,441530938.0,110382734.5
13957,Kate Beckinsale,14,900500000.0,64321428.571428575,2019423437,144244531.2142857,2019423437,144244531.2142857,27187111.0,1941936.5,1118923437.0,79923102.64285715
13960,Kate Bosworth,13,516900000.0,39761538.461538464,902978042,69459849.38461539,902978042,69459849.38461539,6323943.0,486457.1538461539,386078042.0,29698310.923076924
13962,Kate Burton,9,181000000.0,20111111.111111112,315685219,35076135.44444445,315685219,35076135.44444445,-35832932.0,-3981436.888888889,134685219.0,14965024.333333334
13965,Kate Dickie,3,139000000.0,46333333.333333336,452195662,150731887.33333334,452195662,150731887.33333334,12650200.0,4216733.333333333,313195662.0,104398554.0
13975,Kate Hudson,19,795000000.0,41842105.2631579,1511646283,79560330.68421052,1511646283,79560330.68421052,-77583942.0,-4083365.3684210526,716646283.0,37718225.421052635
13976,Kate Jennings Grant,3,70000000.0,23333333.333333332,197308466,65769488.666666664,197308466,65769488.666666664,28849250.0,9616416.666666666,127308466.0,42436155.333333336
13981,Kate Lyn Sheil,3,21000000.0,7000000.0,28989330,9663110.0,28989330,9663110.0,-2463515.0,-821171.6666666666,7989330.0,2663110.0
13984,Kate Mara,12,755000000.0,62916666.666666664,1772450420,147704201.66666666,1772450420,147704201.66666666,9463882.0,788656.8333333334,1017450420.0,84787535.0
13986,Kate McKinnon,9,609000000.0,67666666.66666667,2042906137,226989570.7777778,2042906137,226989570.7777778,297424097.0,33047121.888888888,1433906137.0,159322904.1111111
14003,Kate Walsh,4,103000000.0,25750000.0,297925577,74481394.25,297925577,74481394.25,122925337.0,30731334.25,194925577.0,48731394.25
14004,Kate Winslet,22,886726212.1518646,40305736.91599385,1775028243,80683101.95454545,1775028243,80683101.95454545,-169266164.15186465,-7693916.552357484,888302030.8481354,40377365.038551606
14005,Kate del Castillo,5,191200000.0,38240000.0,608161721,121632344.2,608161721,121632344.2,128355059.0,25671011.8,416961721.0,83392344.2
14006,Katee Sackhoff,3,56000000.0,18666666.666666668,180462101,60154033.666666664,180462101,60154033.666666664,44074823.0,14691607.666666666,124462101.0,41487367.0
14012,Kath Soucie,4,117000000.0,29250000.0,379670605,94917651.25,379670605,94917651.25,83598515.0,20899628.75,262670605.0,65667651.25
14016,Katharine Isabelle,3,38500000.0,12833333.333333334,117578807,39192935.666666664,117578807,39192935.666666664,44205581.0,14735193.666666666,79078807.0,26359602.333333332
14022,Katherine Heigl,10,369000000.0,36900000.0,1168098721,116809872.1,1168098721,116809872.1,190164993.0,19016499.3,799098721.0,79909872.1
14026,Katherine LaNasa,3,170000000.0,56666666.666666664,140256195,46752065.0,140256195,46752065.0,-69425475.0,-23141825.0,-29743805.0,-9914601.666666666
14037,Katherine Waterston,7,361200000.0,51600000.0,1130409724,161487103.42857143,1130409724,161487103.42857143,-10355744.0,-1479392.0,769209724.0,109887103.42857143
14038,Katheryn Winnick,6,290000000.0,48333333.333333336,648551103,108091850.5,648551103,108091850.5,25508367.0,4251394.5,358551103.0,59758517.166666664
14044,Kathleen Chalfant,3,131795000.0,43931666.666666664,168760315,56253438.333333336,168760315,56253438.333333336,-56982247.0,-18994082.333333332,36965315.0,12321771.666666666
14058,Kathleen Turner,3,175000000.0,58333333.333333336,567441346,189147115.33333334,567441346,189147115.33333334,128022771.0,42674257.0,392441346.0,130813782.0
14059,Kathleen Wilhoite,4,122000000.0,30500000.0,102028290,25507072.5,102028290,25507072.5,-47535093.0,-11883773.25,-19971710.0,-4992927.5
14070,Kathryn Hahn,20,985800000.0,49290000.0,2790385752,139519287.6,2790385752,139519287.6,431206164.0,21560308.2,1804585752.0,90229287.6
14078,Kathryn Morris,4,120000000.0,30000000.0,164070388,41017597.0,164070388,41017597.0,-40683509.0,-10170877.25,44070388.0,11017597.0
14079,Kathryn Newton,5,209000000.0,41800000.0,896156993,179231398.6,896156993,179231398.6,153297881.0,30659576.2,687156993.0,137431398.6
14085,Kathy Baker,8,309000000.0,38625000.0,523177175,65397146.875,523177175,65397146.875,22105661.0,2763207.625,214177175.0,26772146.875
14086,Kathy Bates,19,1079000000.0,56789473.684210524,2447357884,128808309.68421052,2447357884,128808309.68421052,205613123.0,10821743.315789474,1368357884.0,72018836.0
14087,Kathy Burke,3,325245049.9438501,108415016.64795004,387914479,129304826.33333333,387914479,129304826.33333333,-201341664.9438501,-67113888.3146167,62669429.0561499,20889809.6853833
14094,Kathy Najimy,3,255000000.0,85000000.0,657904115,219301371.66666666,657904115,219301371.66666666,66343235.0,22114411.666666668,402904115.0,134301371.66666666
14105,Katie Aselton,4,47000000.0,11750000.0,174259577,43564894.25,174259577,43564894.25,72842941.0,18210735.25,127259577.0,31814894.25
14108,Katie Cassidy,6,186500000.0,31083333.333333332,711573606,118595601.0,711573606,118595601.0,246252197.0,41042032.833333336,525073606.0,87512267.66666667
14111,Katie Couric,3,185000000.0,61666666.666666664,672104195,224034731.66666666,672104195,224034731.66666666,129780634.0,43260211.333333336,487104195.0,162368065.0
14113,Katie Dippold,3,251000000.0,83666666.66666667,525659439,175219813.0,525659439,175219813.0,34028464.0,11342821.333333334,274659439.0,91553146.33333333
14115,Katie Featherston,4,13015000.0,3253750.0,720710333,180177583.25,720710333,180177583.25,337570524.0,84392631.0,707695333.0,176923833.25
14121,Katie Holmes,14,468800000.0,33485714.285714287,956052264,68289447.42857143,956052264,68289447.42857143,52795458.0,3771104.1428571427,487252264.0,34803733.14285714
14143,Katrina Bowden,3,74000000.0,24666666.666666668,262264154,87421384.66666667,262264154,87421384.66666667,-8209482.0,-2736494.0,188264154.0,62754718.0
14145,Katrina Kaif,9,75990338.1622209,8443370.906913433,202746394,22527377.111111112,202746394,22527377.111111112,-54703754.162220895,-6078194.906913433,126756055.8377791,14084006.204197679
14150,Katt Williams,3,155000000.0,51666666.666666664,305825089,101941696.33333333,305825089,101941696.33333333,17512969.0,5837656.333333333,150825089.0,50275029.666666664
14155,Katy Mixon,7,236900000.0,33842857.14285714,1446573696,206653385.14285713,1446573696,206653385.14285713,292995306.0,41856472.28571428,1209673696.0,172810528.0
14169,Kaya Scodelario,6,405500000.0,67583333.33333333,1844972271,307495378.5,1844972271,307495378.5,53240729.0,8873454.833333334,1439472271.0,239912045.16666666
14182,Kayvan Novak,3,210000000.0,70000000.0,402488135,134162711.66666667,402488135,134162711.66666667,-70906029.0,-23635343.0,192488135.0,64162711.666666664
14202,Keanu Reeves,22,1083200000.0,49236363.63636363,3007519890,136705449.54545453,3007519890,136705449.54545453,216608050.0,9845820.454545455,1924319890.0,87469085.9090909
14206,Keegan Connor Tracy,3,53000000.0,17666666.666666668,277283831,92427943.66666667,277283831,92427943.66666667,88298795.0,29432931.666666668,224283831.0,74761277.0
14207,Keegan-Michael Key,12,1146000000.0,95500000.0,5012792703,417732725.25,5012792703,417732725.25,709848023.0,59154001.916666664,3866792703.0,322232725.25
14227,Keir Gilchrist,3,29000000.0,9666666.666666666,50401880,16800626.666666668,50401880,16800626.666666668,8846780.0,2948926.6666666665,21401880.0,7133960.0
14229,Keir O'Donnell,7,199800000.0,28542857.14285714,1117636840,159662405.7142857,1117636840,159662405.7142857,568309936.0,81187133.71428572,917836840.0,131119548.57142857
14231,Keira Knightley,22,1449560001.1004195,65889090.95910998,4992937562,226951707.36363637,4992937562,226951707.36363637,241600656.89958048,10981848.040890021,3543377560.8995805,161062616.40452638
14232,Keisha Castle-Hughes,3,136500000.0,45500000.0,919449228,306483076.0,919449228,306483076.0,274086543.0,91362181.0,782949228.0,260983076.0
14234,Keith Allen,5,185000000.0,37000000.0,714433445,142886689.0,714433445,142886689.0,64633706.0,12926741.2,529433445.0,105886689.0
14236,Keith Arthur Bolden,3,198000000.0,66000000.0,459368346,153122782.0,459368346,153122782.0,4076124.0,1358708.0,261368346.0,87122782.0
14244,Keith David,23,1126700000.0,48986956.52173913,2258100555,98178285.0,2258100555,98178285.0,68525033.0,2979349.2608695654,1131400555.0,49191328.47826087
14263,Keith Robinson,4,161000000.0,40250000.0,374635021,93658755.25,374635021,93658755.25,115419422.0,28854855.5,213635021.0,53408755.25
14271,Keiynan Lonsdale,3,207000000.0,69000000.0,297662247,99220749.0,297662247,99220749.0,-72420050.0,-24140016.666666668,90662247.0,30220749.0
14273,Keke Palmer,5,144100000.0,28820000.0,648763431,129752686.2,648763431,129752686.2,107282657.0,21456531.4,504663431.0,100932686.2
14275,Kel O'Neill,3,75500000.0,25166666.666666668,53676917,17892305.666666668,53676917,17892305.666666668,-45000974.0,-15000324.666666666,-21823083.0,-7274361.0
14279,Kellan Lutz,9,577000000.0,64111111.11111111,2698333170,299814796.6666667,2698333170,299814796.6666667,493805706.0,54867300.666666664,2121333170.0,235703685.55555555
14286,Kelli Garner,7,348018371.5349607,49716910.2192801,583627284,83375326.28571428,583627284,83375326.28571428,-81145342.53496069,-11592191.79070867,235608912.4650393,33658416.06643419
14310,Kelly Hu,4,205000000.0,51250000.0,647434112,161858528.0,647434112,161858528.0,135734893.0,33933723.25,442434112.0,110608528.0
14313,Kelly Keaton,3,280000000.0,93333333.33333333,1638979969,546326656.3333334,1638979969,546326656.3333334,167712196.0,55904065.333333336,1358979969.0,452993323.0
14318,Kelly Macdonald,9,400880631.24298126,44542292.36033125,1169705298,129967255.33333333,1169705298,129967255.33333333,104884084.75701874,11653787.195224306,768824666.7570188,85424962.97300209
14325,Kelly Preston,8,284000000.0,35500000.0,499866060,62483257.5,499866060,62483257.5,59135462.0,7391932.75,215866060.0,26983257.5
14326,Kelly Reilly,9,344383530.0,38264836.666666664,1552888407,172543156.33333334,1552888407,172543156.33333334,290424812.0,32269423.555555556,1208504877.0,134278319.66666666
14336,Kelsey Grammer,9,723000000.0,80333333.33333333,2145907558,238434173.1111111,2145907558,238434173.1111111,-57631126.0,-6403458.444444444,1422907558.0,158100839.7777778
14352,Ken Davitian,4,143000000.0,35750000.0,712568795,178142198.75,712568795,178142198.75,198730524.0,49682631.0,569568795.0,142392198.75
14353,Ken Foree,3,46500000.0,15500000.0,139541750,46513916.666666664,139541750,46513916.666666664,30420580.0,10140193.333333334,93041750.0,31013916.666666668
14356,Ken Howard,5,170000000.0,34000000.0,304215882,60843176.4,304215882,60843176.4,30857067.0,6171413.4,134215882.0,26843176.4
14357,Ken Hudson Campbell,4,189000000.0,47250000.0,241622483,60405620.75,241622483,60405620.75,-31076939.0,-7769234.75,52622483.0,13155620.75
14358,Ken Jenkins,3,116000000.0,38666666.666666664,330532794,110177598.0,330532794,110177598.0,80208844.0,26736281.333333332,214532794.0,71510931.33333333
14359,Ken Jeong,20,1160500000.0,58025000.0,5438883166,271944158.3,5438883166,271944158.3,1144662177.0,57233108.85,4278383166.0,213919158.3
14363,Ken Leung,4,208200000.0,52050000.0,608979702,152244925.5,608979702,152244925.5,56614836.0,14153709.0,400779702.0,100194925.5
14365,Ken Marino,7,188250000.0,26892857.14285714,691658123,98808303.28571428,691658123,98808303.28571428,189482112.0,27068873.14285714,503408123.0,71915446.14285715
14374,Ken Stott,6,820000000.0,136666666.66666666,3238110748,539685124.6666666,3238110748,539685124.6666666,73319431.0,12219905.166666666,2418110748.0,403018458.0
14378,Ken Thomas,3,85900000.0,28633333.333333332,250481356,83493785.33333333,250481356,83493785.33333333,42876606.0,14292202.0,164581356.0,54860452.0
14381,Ken Watanabe,9,1014000000.0,112666666.66666667,3151520379,350168931.0,3151520379,350168931.0,79483484.0,8831498.222222222,2137520379.0,237502264.33333334
14385,Kenan Thompson,8,318000000.0,39750000.0,916722796,114590349.5,916722796,114590349.5,241388486.0,30173560.75,598722796.0,74840349.5
14398,Kenneth Branagh,6,299398415.98203206,49899735.99700534,817546910,136257818.33333334,817546910,136257818.33333334,8747061.01796794,1457843.5029946566,518148494.01796794,86358082.33632798
14399,Kenneth Choi,3,220000000.0,73333333.33333333,434833651,144944550.33333334,434833651,144944550.33333334,8169435.0,2723145.0,214833651.0,71611217.0
14401,Kenneth Cranham,5,342249009.98877,68449801.99775401,1033403775,206680755.0,1033403775,206680755.0,3445175.011229992,689035.0022459984,691154765.01123,138230953.002246
14418,Kenneth Welsh,8,279000000.0,34875000.0,946778716,118347339.5,946778716,118347339.5,175821906.0,21977738.25,667778716.0,83472339.5
14431,Kent Cheng,3,96000000.0,32000000.0,339553309,113184436.33333333,339553309,113184436.33333333,-89359381.0,-29786460.333333332,243553309.0,81184436.33333333
14434,Kent Jude Bernard,3,54000000.0,18000000.0,103078941,34359647.0,103078941,34359647.0,13784604.0,4594868.0,49078941.0,16359647.0
14435,Kent Shocknek,4,44000000.0,11000000.0,173703031,43425757.75,173703031,43425757.75,73037057.0,18259264.25,129703031.0,32425757.75
14446,Keone Young,4,272000000.0,68000000.0,706603012,176650753.0,706603012,176650753.0,-48146458.0,-12036614.5,434603012.0,108650753.0
14448,Keram Malicki-Sánchez,3,60000000.0,20000000.0,58731409,19577136.333333332,58731409,19577136.333333332,-17583454.0,-5861151.333333333,-1268591.0,-422863.6666666667
14451,Keri Russell,12,884430037.2362432,73702503.10302027,2698459988,224871665.66666666,2698459988,224871665.66666666,283529599.76375675,23627466.64697973,1814029950.7637568,151169162.5636464
14461,Kerry Cahill,3,76000000.0,25333333.333333332,35454388,11818129.333333334,35454388,11818129.333333334,-45523123.0,-15174374.333333334,-40545612.0,-13515204.0
14462,Kerry Condon,4,83000000.0,20750000.0,236792679,59198169.75,236792679,59198169.75,3566221.0,891555.25,153792679.0,38448169.75
14463,Kerry Fox,3,32327212.15186459,10775737.383954862,43623628,14541209.333333334,43623628,14541209.333333334,-25791324.15186459,-8597108.05062153,11296415.848135412,3765471.9493784704
14465,Kerry O'Malley,3,45500000.0,15166666.666666666,330919326,110306442.0,330919326,110306442.0,90970506.0,30323502.0,285419326.0,95139775.33333333
14468,Kerry Washington,16,961000000.0,60062500.0,2526868540,157929283.75,2526868540,157929283.75,185136921.0,11571057.5625,1565868540.0,97866783.75
14482,Kevin Bacon,15,636300000.0,42420000.0,1133493747,75566249.8,1133493747,75566249.8,-64523494.0,-4301566.266666667,497193747.0,33146249.8
14491,Kevin Chamberlin,3,84000000.0,28000000.0,77700693,25900231.0,77700693,25900231.0,-45318517.0,-15106172.333333334,-6299307.0,-2099769.0
14492,Kevin Chapman,9,265600000.0,29511111.111111112,588849237,65427693.0,588849237,65427693.0,92338901.0,10259877.888888888,323249237.0,35916581.88888889
14496,Kevin Connolly,5,142500000.0,28500000.0,351080416,70216083.2,351080416,70216083.2,123414093.0,24682818.6,208580416.0,41716083.2
14500,Kevin Corrigan,7,324000000.0,46285714.28571428,796191157,113741593.85714285,796191157,113741593.85714285,126641595.0,18091656.42857143,472191157.0,67455879.57142857
14501,Kevin Costner,19,885500000.0,46605263.15789474,1806132893,95059625.94736843,1806132893,95059625.94736843,121818988.0,6411525.684210527,920632893.0,48454362.78947368
14506,Kevin Dillon,3,225000000.0,75000000.0,348190799,116063599.66666667,348190799,116063599.66666667,-58927319.0,-19642439.666666668,123190799.0,41063599.666666664
14510,Kevin Dunn,13,902500000.0,69423076.92307693,3174025564,244155812.6153846,3174025564,244155812.6153846,400122090.0,30778622.307692308,2271525564.0,174732735.69230768
14511,Kevin Durand,11,863400000.0,78490909.0909091,1988192895,180744808.63636363,1988192895,180744808.63636363,-159496480.0,-14499680.0,1124792895.0,102253899.54545455
14514,Kevin Foster,3,137000000.0,45666666.666666664,205334216,68444738.66666667,205334216,68444738.66666667,-31936837.0,-10645612.333333334,68334216.0,22778072.0
14516,Kevin G. Schmidt,4,188000000.0,47000000.0,860655624,215163906.0,860655624,215163906.0,310739022.0,77684755.5,672655624.0,168163906.0
14517,Kevin Gage,3,73500000.0,24500000.0,100343157,33447719.0,100343157,33447719.0,-4644714.0,-1548238.0,26843157.0,8947719.0
14518,Kevin Grevioux,4,139000000.0,34750000.0,288438102,72109525.5,288438102,72109525.5,586966.0,146741.5,149438102.0,37359525.5
14524,Kevin Hart,23,1085000000.0,47173913.04347826,5154720402,224118278.3478261,5154720402,224118278.3478261,1568170909.0,68181343.86956522,4069720402.0,176944365.3043478
14525,Kevin Heffernan,6,97600000.0,16266666.666666666,176096562,29349427.0,176096562,29349427.0,46218747.0,7703124.5,78496562.0,13082760.333333334
14528,Kevin J. O'Connor,4,378000000.0,94500000.0,612655324,153163831.0,612655324,153163831.0,-101244807.0,-25311201.75,234655324.0,58663831.0
14530,Kevin James,16,1042000000.0,65125000.0,3563604255,222725265.9375,3563604255,222725265.9375,661781174.0,41361323.375,2521604255.0,157600265.9375
14532,Kevin Kilner,3,104000000.0,34666666.666666664,136842785,45614261.666666664,136842785,45614261.666666664,-7686659.0,-2562219.6666666665,32842785.0,10947595.0
14533,Kevin Kline,12,549500000.0,45791666.666666664,1977118695,164759891.25,1977118695,164759891.25,348862930.0,29071910.833333332,1427618695.0,118968224.58333333
14545,Kevin McDonald,3,124000000.0,41333333.333333336,374125521,124708507.0,374125521,124708507.0,75150315.0,25050105.0,250125521.0,83375173.66666667
14546,Kevin McKidd,8,575000000.0,71875000.0,1225300137,153162517.125,1225300137,153162517.125,-106020595.0,-13252574.375,650300137.0,81287517.125
14547,Kevin McNally,11,1375000000.0,125000000.0,5126225495,466020499.54545456,5126225495,466020499.54545456,279200469.0,25381860.818181816,3751225495.0,341020499.54545456
14548,Kevin McNulty,4,268000000.0,67000000.0,714631317,178657829.25,714631317,178657829.25,67764553.0,16941138.25,446631317.0,111657829.25
14549,Kevin Michael Richardson,4,196500000.0,49125000.0,762415943,190603985.75,762415943,190603985.75,201599022.0,50399755.5,565915943.0,141478985.75
14553,Kevin Nealon,10,529000000.0,52900000.0,1051931711,105193171.1,1051931711,105193171.1,52350266.0,5235026.6,522931711.0,52293171.1
14564,Kevin Pollak,12,508300000.0,42358333.333333336,934161354,77846779.5,934161354,77846779.5,108639508.0,9053292.333333334,425861354.0,35488446.166666664
14568,Kevin Rankin,5,287000000.0,57400000.0,659391758,131878351.6,659391758,131878351.6,-21215917.0,-4243183.4,372391758.0,74478351.6
14572,Kevin Smith,6,196850000.0,32808333.333333332,562281930,93713655.0,562281930,93713655.0,62852516.0,10475419.333333334,365431930.0,60905321.666666664
14573,Kevin Sorbo,3,50000000.0,16666666.666666666,197694890,65898296.666666664,197694890,65898296.666666664,92842832.0,30947610.666666668,147694890.0,49231630.0
14574,Kevin Spacey,18,819100000.0,45505555.55555555,1546382145,85910119.16666667,1546382145,85910119.16666667,-749894.0,-41660.77777777778,727282145.0,40404563.61111111
14576,Kevin Sussman,7,377000000.0,53857142.85714286,1048360075,149765725.0,1048360075,149765725.0,80346223.0,11478031.857142856,671360075.0,95908582.14285715
14589,Kevin Zegers,6,150100000.0,25016666.666666668,261369645,43561607.5,261369645,43561607.5,-23489353.0,-3914892.1666666665,111269645.0,18544940.833333332
14591,Kevork Malikyan,3,108000000.0,36000000.0,412994151,137664717.0,412994151,137664717.0,52934111.0,17644703.666666668,304994151.0,101664717.0
14597,Khamani Griffin,3,283000000.0,94333333.33333333,745701486,248567162.0,745701486,248567162.0,44503386.0,14834462.0,462701486.0,154233828.66666666
14601,Khary Payton,3,40850000.0,13616666.666666666,58829794,19609931.333333332,58829794,19609931.333333332,-9967667.0,-3322555.6666666665,17979794.0,5993264.666666667
14609,Ki Hong Lee,4,169000000.0,42250000.0,972259838,243064959.5,972259838,243064959.5,87459002.0,21864750.5,803259838.0,200814959.5
14620,Kick Gurry,3,313000000.0,104333333.33333333,466787706,155595902.0,466787706,155595902.0,-168493557.0,-56164519.0,153787706.0,51262568.666666664
14621,Kid Cudi,3,101000000.0,33666666.666666664,261882864,87294288.0,261882864,87294288.0,-18512801.0,-6170933.666666667,160882864.0,53627621.333333336
14622,Kid Rock,3,111700000.0,37233333.333333336,68524734,22841578.0,68524734,22841578.0,-48938622.0,-16312874.0,-43175266.0,-14391755.333333334
14624,Kiefer Sutherland,11,589400000.0,53581818.18181818,1070501099,97318281.72727273,1070501099,97318281.72727273,-130481319.0,-11861938.090909092,481101099.0,43736463.54545455
14630,Kieran Culkin,5,96500000.0,19300000.0,57725623,11545124.6,57725623,11545124.6,-57914594.0,-11582918.8,-38774377.0,-7754875.4
14636,Kieron Elliott,3,439000000.0,146333333.33333334,1638216431,546072143.6666666,1638216431,546072143.6666666,116383660.0,38794553.333333336,1199216431.0,399738810.3333333
14637,Kiersey Clemons,3,61000000.0,20333333.333333332,171152144,57050714.666666664,171152144,57050714.666666664,28845350.0,9615116.666666666,110152144.0,36717381.333333336
14638,Kiersten Warren,3,77000000.0,25666666.666666668,181425826,60475275.333333336,181425826,60475275.333333336,60834406.0,20278135.333333332,104425826.0,34808608.666666664
14648,Kim Basinger,11,415500000.0,37772727.27272727,927538076,84321643.27272727,927538076,84321643.27272727,-13774915.0,-1252265.0,512038076.0,46548916.0
14649,Kim Bodnia,3,41105550.0,13701850.0,24985865,8328621.666666667,24985865,8328621.666666667,-36168509.0,-12056169.666666666,-16119685.0,-5373228.333333333
14652,Kim Cattrall,5,282000000.0,56400000.0,887342833,177468566.6,887342833,177468566.6,43131355.0,8626271.0,605342833.0,121068566.6
14653,Kim Coates,8,386000000.0,48250000.0,832118811,104014851.375,832118811,104014851.375,-9324502.0,-1165562.75,446118811.0,55764851.375
14657,Kim Dickens,7,238000000.0,34000000.0,993642482,141948926.0,993642482,141948926.0,335792319.0,47970331.28571428,755642482.0,107948926.0
14692,Kimberly Elise,7,234500000.0,33500000.0,393651861,56235980.14285714,393651861,56235980.14285714,35163303.0,5023329.0,159151861.0,22735980.14285714
14711,Kip Pardue,5,148000000.0,29600000.0,214610962,42922192.4,214610962,42922192.4,12543067.0,2508613.4,66610962.0,13322192.4
14720,Kirby Bliss Blanton,3,47000000.0,15666666.666666666,164961024,54987008.0,164961024,54987008.0,48941184.0,16313728.0,117961024.0,39320341.333333336
14725,Kirk Acevedo,4,271000000.0,67750000.0,952482951,238120737.75,952482951,238120737.75,78422998.0,19605749.5,681482951.0,170370737.75
14726,Kirk B.R. Woller,4,409000000.0,102250000.0,834845989,208711497.25,834845989,208711497.25,-95830609.0,-23957652.25,425845989.0,106461497.25
14733,Kiron Kher,6,33881914.238480195,5646985.706413366,106674932,17779155.333333332,106674932,17779155.333333332,-19413918.238480195,-3235653.0397466994,72793017.7615198,12132169.626919968
14736,Kirsten Dunst,19,1023900000.0,53889473.684210524,3354503495,176552815.52631578,3354503495,176552815.52631578,537072933.0,28266996.47368421,2330603495.0,122663341.84210527
14750,Kit Harington,5,489000000.0,97800000.0,1430710621,286142124.2,1430710621,286142124.2,-93225401.0,-18645080.2,941710621.0,188342124.2
14779,Kodi Smit-McPhee,9,714146801.8131998,79349644.64591108,1769151739,196572415.44444445,1769151739,196572415.44444445,-171833673.81319976,-19092630.423688862,1055004937.1868002,117222770.79853337
14788,Konstantin Khabenskiy,4,93898019.97754005,23474504.99438501,439788663,109947165.75,439788663,109947165.75,43735175.022459954,10933793.755614989,345890643.02246,86472660.755615
14808,Kris Kristofferson,9,404000000.0,44888888.88888889,825989270,91776585.55555555,825989270,91776585.55555555,26276720.0,2919635.5555555555,421989270.0,46887696.666666664
14810,Kris Marshall,4,84500000.0,21125000.0,329438930,82359732.5,329438930,82359732.5,-6863226.0,-1715806.5,244938930.0,61234732.5
14817,Krista Allen,3,118200000.0,39400000.0,382632097,127544032.33333333,382632097,127544032.33333333,83979654.0,27993218.0,264432097.0,88144032.33333333
14822,Kristanna Loken,3,285000000.0,95000000.0,450119302,150039767.33333334,450119302,150039767.33333334,-127447812.0,-42482604.0,165119302.0,55039767.333333336
14824,Kristen Bell,18,764400000.0,42466666.666666664,3869403577,214966865.3888889,3869403577,214966865.3888889,790262204.0,43903455.777777776,3105003577.0,172500198.7222222
14835,Kristen Schaal,10,766000000.0,76600000.0,3518749114,351874911.4,3518749114,351874911.4,714173742.0,71417374.2,2752749114.0,275274911.4
14836,Kristen Shaw,3,58000000.0,19333333.333333332,36841313,12280437.666666666,36841313,12280437.666666666,-26630263.0,-8876754.333333334,-21158687.0,-7052895.666666667
14838,Kristen Stewart,23,1078000000.0,46869565.217391305,4616278385,200707755.86956522,4616278385,200707755.86956522,790653865.0,34376255.0,3538278385.0,153838190.6521739
14839,Kristen Wiig,22,1349500000.0,61340909.09090909,6248598892,284027222.3636364,6248598892,284027222.3636364,1154610300.0,52482286.36363637,4899098892.0,222686313.27272728
14840,Kristen Wilson,3,161000000.0,53666666.666666664,267306928,89102309.33333333,267306928,89102309.33333333,13782586.0,4594195.333333333,106306928.0,35435642.666666664
14849,Kristin Chenoweth,11,572000000.0,52000000.0,1466052551,133277504.63636364,1466052551,133277504.63636364,139132072.0,12648370.181818182,894052551.0,81277504.63636364
14850,Kristin Davis,6,414000000.0,69000000.0,1375742441,229290406.83333334,1375742441,229290406.83333334,147361438.0,24560239.666666668,961742441.0,160290406.83333334
14857,Kristin Lehman,3,82500000.0,27500000.0,103031969,34343989.666666664,103031969,34343989.666666664,-34160958.0,-11386986.0,20531969.0,6843989.666666667
14858,Kristin Scott Thomas,11,441500570.0,40136415.45454545,1094391661,99490151.0,1094391661,99490151.0,-156603402.0,-14236672.909090908,652891091.0,59353735.54545455
